	D00049	D00059	D00079	D00094	D00095	D00106	D00110	D00113	D00136	D00139	D00180	D00225	D00227	D00232	D00234	D00235	D00241	D00255	D00270	D00274	D00281	D00283	D00295	D00300	D00301	D00306	D00318	D00332	D00336	D00356	D00364	D00371	D00380	D00394	D00397	D00400	D00410	D00411	D00415	D00419	D00422	D00426	D00432	D00437	D00440	D00442	D00443	D00451	D00454	D00465	D00480	D00483	D00493	D00494	D00498	D00499	D00503	D00509	D00513	D00514	D00520	D00521	D00522	D00523	D00524	D00525	D00528	D00540	D00542	D00559	D00560	D00563	D00574	D00598	D00601	D00604	D00606	D00607	D00609	D00613	D00627	D00632	D00635	D00645	D00646	D00665	D00666	D00673	D00674	D00675	D00676	D00682	D00683	D00684	D00687	D00688	D00715	D00726	D00760	D00765	D00769	D00775	D00779	D00780	D00790	D00837	D00838	D00845	D00954	D00965	D00987	D00996	D01020	D01022	D01024	D01051	D01071	D01103	D01118	D01126	D01164	D01227	D01236	D01242	D01269	D01295	D01297	D01324	D01332	D01346	D01352	D01358	D01386	D01390	D01441	D01454	D01462	D01603	D01652	D01692	D01699	D01712	D01713	D01717	D01745	D01782	D01828	D01871	D01891	D01925	D01964	D01965	D01973	D01994	D02007	D02066	D02070	D02076	D02082	D02147	D02149	D02150	D02234	D02237	D02250	D02278	D02279	D02327	D02338	D02340	D02342	D02349	D02354	D02356	D02357	D02358	D02359	D02361	D02374	D02566	D02578	D02588	D02614	D02671	D02721	D02725	D02826	D02884	D02910	D03165	D03187	D03210	D03274	D03365	D03415	D03442	D03490	D03503	D03621	D03642	D03654	D03858	D03879	D03880	D03881	D03966	D04006	D04034	D04040	D04375	D04625	D04716	D04979	D05113	D05129	D05246	D05312	D05341	D05740	D05792	D05938	D06056	D06396
D01071	0.01905	0	0.0539215	0.121464	0.0172415	0.0581865	0.106784	0.1096575	0.05474	0.02303	0.0527865	0.0416665	0.068454	0.0902525	0.050243	0.039027	0	0.0108695	0.027778	0.082073	0.0535715	0.1071055	0.03125	0.029412	0.0698215	0.1178055	0.00585	0.11509	0.1228055	0.0544585	0.0980725	0.083868	0.074273	0.057143	0.0551785	0.0497865	0.085415	0.0932475	0.0779485	0.08629	0.027778	0.10545	0.082568	0.1248515	0.027778	0.1123675	0.1512515	0.0431915	0.0917095	0.136636	0.027778	0.0394415	0.0615615	0.0285715	0.0921525	0.290065	0.0453555	0.0709195	0.040303	0.0333335	0.0480435	0.0854515	0.010204	0.125921	0.0602015	0.061159	0.085439	0.1306895	0	0.0666665	0.064293	0.078336	0.1999995	0.0644855	0.029763	0.051724	0.041665	0.0765815	0.0713905	0.056332	0.0185185	0.0128205	0.0378985	0.046806	0.048631	0.0339095	0.086098	0.027027	0.0824645	0.0328275	0.041131	0.041715	0.0403785	0.0513935	0.02381	0.042621	0.063184	0.0514465	0.042904	0.0875585	0.063722	0	0.1114285	0.151709	0.027778	0.072203	0.1120685	0.080972	0.1433755	0.16493	0.0672885	0.0166665	0.064173	0.11449	0.0275575	0.1397435	1	0.0673465	0.046726	0	0.0973655	0.049827	0.052112	0.046938	0.0686915	0.0357145	0.148338	0.0755555	0.121815	0.05817	0.0258335	0.0769385	0.0357145	0.043368	0.0681215	0.058257	0.097942	0.0258835	0.0752945	0.0937605	0.0742485	0.069726	0.0441175	0.056818	0.076939	0.0952385	0.0555565	0.070394	0.0554335	0.18678	0.048052	0.043597	0.0630655	0.0772575	0.129293	0.030161	0.0949595	0.0459755	0.02889	0.063165	0.0237505	0.042463	0.064697	0.0868505	0.1030345	0.0239115	0.00775	0.057156	0.067306	0.0899485	0.032491	0.092375	0.0730325	0.0336535	0.126321	0.039617	0.0135135	0.047246	0.032977	0.061377	0.040943	0.152088	0.026316	0.108356	0.0766145	0.0795385	0.054054	0.08589	0.045549	0.16873	0.1142735	0.074795	0.0415935	0.091905	0.011628	0.0462415	0.062824	0.030303	0.071476	0.019755	0.0761895	0.0881655	0.013158	0.0141645	0.0200765	0.048608	0.0606615	0.0260565	0.0159995	0.01087	0.04189	0.054945	0.0694635	0.0974185	0.07778	0.0474985	0.1209855	0.019006	0.0210235	0.016025	0.0838775	0.044572	0.1435295
D01103	0.1122195	0.0732325	0.0742555	0.042242	0.1001795	0.065215	0.2543855	0.323335	0.247372	0.1149985	0.0862455	0.208685	0.0398795	0.281041	0.206811	0.0855325	0.1042025	0.134465	0.145426	0.170968	0.1079295	0.19178	0.022222	0.238432	0.275895	0.116669	0.03809	0.0658615	0.188537	0.1948015	0.260415	0.044445	0.0926645	0.186765	0.204571	0.137819	0.207355	0.1929885	0.1388585	0.12666	0.044975	0.202374	0.111899	0.139491	0.036995	0.1381835	0.1343015	0.091687	0.1582715	0.259317	0.174265	0.161795	0.176407	0.16288	0.133893	0.03234	0.1841605	0.189718	0.112031	0.1408955	0.18682	0.2577835	0.1062435	0.182073	0.075794	0.0825	0.0414855	0.3869835	0.0285715	0.1078905	0.203061	0.2320855	0.133395	0.1450675	0.1086845	0.1050405	0.0831955	0.0914255	0.1582145	0.170318	0.101745	0.1599375	0.1140255	0.166062	0.205532	0.183765	0.266938	0.0550765	0.168557	0.139296	0.0885925	0.062028	0.100795	0.1558675	0.136129	0.098161	0.3011595	0.0803305	0.1312855	0.2114325	0.2058815	0.086448	0.311456	0.139645	0.144476	0.201225	0.1859285	0.153965	0.1530375	0.0879915	0.1306145	0.1122825	0.08426	0.0916855	0.138441	0.264881	0.0673465	1	0.1591225	0.011905	0.213779	0.1229255	0.1785375	0.1353535	0.3405965	0.2377535	0.1732495	0.298266	0.184273	0.16792	0.0539335	0.2708335	0.1565755	0.100255	0.1400095	0.0784275	0.1090485	0.146717	0.1949415	0.1121615	0.322404	0.0390135	0.2055255	0.29838	0.190489	0.226597	0.0943825	0.2660815	0.1889245	0.0972375	0.16024	0.1444575	0.215956	0.1447015	0.1233845	0.104011	0.366194	0.126098	0.106397	0.083334	0.0808885	0.114215	0.172962	0.0922475	0.127071	0.02206	0.035575	0.22181	0.0843555	0.19139	0.08605	0.1098815	0.1783785	0.1143925	0.1590655	0.0790275	0.175595	0.15787	0.094873	0.2699225	0.13035	0.1161415	0.164889	0.203673	0.08587	0.137819	0.193297	0.0566395	0.1287085	0.1522735	0.168706	0.175129	0.136638	0.158632	0.066325	0.1057875	0.14222	0.0333335	0.317259	0.1748725	0.3138805	0.402978	0.1488975	0.1334795	0.135929	0.0528455	0.0436255	0.1495225	0.1114905	0.0718325	0.084034	0.265147	0.240469	0.20349	0.063762	0.127879	0.156979	0.01058	0.0666795	0.137815	0.2169055	0.0777175	0.19955
D01118	0.0910385	0.1305565	0.0581395	0.0493745	0.159117	0.0581395	0.1143255	0.1262045	0.190192	0.17778	0.0581395	0.235805	0.116279	0.1010075	0.2026165	0.141457	0.1321715	0.249776	0.531339	0.182967	0.118439	0.2766795	0.0714285	0.305218	0.150982	0.1404365	0.051282	0.030303	0.1522385	0.12657	0.2006755	0.1	0.134817	0.4702365	0.2763425	0.23088	0.2032515	0.16978	0.184414	0.0632455	0.1228445	0.134509	0.155355	0.1503295	0.1109895	0.1318415	0.030612	0.19959	0.2312095	0.219902	0.58588	0.3045765	0.4489885	0.55697	0.1544315	0.150434	0.428211	0.172607	0.2150805	0.1962565	0.2114415	0.197426	0.1903315	0.16441	0.097077	0.09375	0.1166665	0.131209	0.0357145	0.1158655	0.2007405	0.2314285	0.1018405	0.1536715	0.125505	0.114385	0.102504	0.017857	0.1713665	0.146725	0.217919	0.252085	0.132583	0.248231	0.301685	0.2111605	0.184442	0.135428	0.17751	0.2369905	0.160411	0.048077	0.1676935	0.157313	0.169501	0.11437	0.137471	0.2538335	0.0891365	0.0438595	0.168177	0.1481485	0.10221	0.1138865	0.4087295	0.08807	0.1069245	0.186237	0.0227275	0.117498	0.167522	0.1762195	0.209449	0.166303	0.307036	0.17688	0.046726	0.1591225	1	0.0625	0.2148	0.184522	0.1876435	0.3734455	0.16468	0.202085	0.267804	0.35625	0.1688325	0.1687725	0.0490195	0.2928585	0.1962965	0.213064	0.1348925	0.189585	0.1902085	0.183423	0.1363615	0.1500215	0.1879785	0.102941	0.3064115	0.16009	0.242327	0.1982905	0.169172	0.3771145	0.123171	0.0490195	0.1079165	0.232731	0.222019	0.1358755	0.0357145	0.174774	0.127433	0.099933	0.1879335	0.1705215	0.116373	0.209449	0.167294	0.0185185	0.120652	0.060606	0.0666665	0.247439	0.17085	0.2749845	0.135263	0.1493995	0.386366	0.230147	0.163717	0.154682	0.1870765	0.428865	0.120453	0.3155305	0.2317485	0.0666665	0.2161995	0.346513	0.063313	0.114706	0.158945	0.126267	0.320175	0.124595	0.0531915	0.1718195	0.3303305	0.1132485	0.118259	0.0937045	0.149866	0.0857145	0.26162	0.175663	0.178335	0.2219255	0.22585	0.1397725	0.169467	0	0.1166665	0.2933	0.178375	0.108894	0.1967465	0.304924	0.4571445	0.0798795	0.13866	0.219962	0.098075	0.054054	0.1571225	0.213502	0.2530845	0.164067	0.082873
D01126	0.0789475	0.271062	0.14666	0.089941	0.0538615	0.145835	0.04386	0.06634	0.065763	0	0.15122	0.014706	0.02439	0.1057315	0.0465115	0.1026785	0.179442	0.071282	0.0770815	0.069965	0.019231	0.0142855	0.076923	0.051724	0.0585715	0.0700445	0.1285005	0.136903	0.047619	0.0489055	0.026316	0	0.105989	0.030303	0.048387	0.141208	0	0.019231	0.03125	0.0733255	0.0666665	0.0375	0.08021	0	0.0666665	0.0610555	0.0343	0.05	0	0.044572	0.048387	0.0803305	0.0776935	0.032258	0.03125	0.0576925	0.0740755	0.021093	0.0639865	0.0285185	0.047619	0.0645795	0.0837005	0.0429595	0.122725	0.0916515	0	0.029039	0.0555555	0.12041	0.074229	0	0.0459195	0.07176	0.1071505	0.0185185	0.130435	0.099986	0.025	0.020973	0.0773865	0.0625	0.082994	0.0520525	0.0527375	0.1120455	0.119178	0.0833335	0.060606	0.0675675	0.1081045	0.129695	0.0553265	0.04778	0.085875	0.0580985	0.0582025	0.1092855	0.0235295	0.04315	0.067352	0.0384615	0.029412	0.0498725	0.048387	0.103894	0.0535265	0.0709735	0.0598605	0.014706	0.0868335	0.07413	0.0794325	0.032258	0.0988175	0.0604465	0	0.011905	0.0625	1	0.059217	0.03	0.02	0.034091	0.0877095	0.025641	0.025641	0.0142855	0.05956	0.0657895	0.1348835	0.0151515	0.1326775	0.0693225	0.024748	0.0910385	0.0984755	0.0426985	0.0439405	0.1079235	0.070694	0.034483	0.032258	0.0960755	0.058747	0.0454545	0.100231	0.0285715	0.0525465	0.0859935	0.0555745	0.0928595	0.0618635	0.0984975	0.1264405	0.0576035	0.076458	0.1385005	0.102971	0.0661955	0.158175	0.0683325	0.0081965	0.0995485	0.080389	0.314105	0.440478	0.0948695	0.0613575	0.0142855	0.0550695	0.037393	0.0594105	0.0348835	0.055597	0.073464	0.0734715	0.0441175	0.056135	0.0666665	0.0762965	0.0950285	0.08211	0.027027	0.1211495	0.0485345	0.086745	0.0333335	0.05	0.0498915	0.0754965	0.0326085	0.085468	0	0.045515	0.077824	0.069696	0.096154	0.015625	0.1206895	0.0595245	0.0676745	0.046875	0.1120975	0.1440205	0.1651865	0.04	0.0757725	0.119442	0.1136365	0.0782805	0.0555565	0.0151515	0.0392485	0.0944185	0.0812455	0.027345	0.175555	0.024689	0.071282	0.026316	0.1312285	0.046875
D01164	0.092603	0.1062675	0.1006965	0.026495	0.118432	0.0700495	0.120589	0.156671	0.391812	0.1953415	0.1081565	0.1649165	0.10476	0.1238885	0.276042	0.132506	0.1150645	0.191244	0.237214	0.3021655	0.1694515	0.319446	0.059524	0.193457	0.1883275	0.1528825	0.0625955	0.0895085	0.220745	0.1055915	0.30341	0.0738545	0.149435	0.2208315	0.193791	0.194163	0.148859	0.2216935	0.166551	0.09635	0.0891915	0.260388	0.150546	0.0893645	0.060843	0.1318455	0.0987815	0.155211	0.2860375	0.2125205	0.179836	0.1879955	0.3949095	0.1679255	0.16033	0.11009	0.3776155	0.196823	0.1577595	0.159945	0.16745	0.22005	0.179822	0.2723255	0.0394735	0.0625	0.0698475	0.1900265	0.0285715	0.118421	0.261872	0.2746895	0.236113	0.1804325	0.106414	0.164395	0.139163	0.0894255	0.286696	0.186718	0.1471815	0.18472	0.13204	0.181147	0.179087	0.18121	0.2040685	0.099708	0.25588	0.1794595	0.1550315	0.049873	0.129708	0.1238475	0.1734135	0.1014195	0.1170765	0.155456	0.1308205	0.10357	0.2011785	0.162632	0.2056675	0.143105	0.2167525	0.1783495	0.1780585	0.235648	0.1263675	0.1581425	0.200262	0.131581	0.151238	0.106973	0.2282345	0.31369	0.0973655	0.213779	0.2148	0.059217	1	0.1381655	0.1940765	0.151096	0.2296935	0.238631	0.3958895	0.267626	0.238093	0.146355	0.0511685	0.3046715	0.0907895	0.125733	0.2574515	0.130175	0.174422	0.0994825	0.263428	0.1892495	0.259498	0.0645495	0.2119855	0.216983	0.353865	0.2676835	0.1649425	0.2704115	0.1633635	0.1138445	0.1570675	0.2707205	0.237486	0.210151	0.1219745	0.134206	0.135141	0.112198	0.1485025	0.106625	0.091852	0.124388	0.175987	0.1143045	0.1212415	0.058335	0.0782145	0.19203	0.197885	0.347221	0.1361275	0.1015615	0.3982455	0.190185	0.1871785	0.116686	0.143116	0.2350415	0.097388	0.2749985	0.2227235	0.1268915	0.1828015	0.2840885	0.06916	0.156138	0.196125	0.0766175	0.222746	0.156324	0.131665	0.2202195	0.1599065	0.131445	0.1060195	0.1166945	0.191577	0.0714285	0.2951095	0.1625175	0.2514845	0.298606	0.17299	0.107935	0.13626	0.0238095	0.1027895	0.164814	0.158335	0.1115445	0.116235	0.1365505	0.2634835	0.2356665	0.1488885	0.144162	0.215835	0.0584395	0.139328	0.187659	0.315342	0.1558865	0.24722
D01227	0.0928295	0.09713	0.0274285	0.048818	0.117059	0.0241935	0.1109865	0.1152465	0.14762	0.1509505	0.0275935	0.165173	0.161713	0.052813	0.242683	0.1530435	0.111503	0.220727	0.2020035	0.198994	0.0718555	0.137727	0.0761	0.2014505	0.1745105	0.1332295	0.098243	0.009804	0.2410165	0.0973305	0.1238545	0.093182	0.2217595	0.1813885	0.2052365	0.2414965	0.18673	0.26791	0.120019	0.0559475	0.121849	0.1318185	0.171585	0.128167	0.1026685	0.133426	0.0264325	0.223904	0.127453	0.1076825	0.177446	0.194769	0.167015	0.181454	0.13222	0.0579415	0.1614855	0.217649	0.165525	0.136111	0.248798	0.254603	0.268604	0.212452	0.080663	0.05	0.1072265	0.1030085	0.0108695	0.07595	0.218081	0.165	0.10896	0.147767	0.166016	0.07027	0.081645	0.042984	0.2083975	0.2024455	0.271632	0.173557	0.176976	0.284007	0.2208815	0.196081	0.190712	0.119449	0.1747695	0.2301755	0.1901345	0.040432	0.200876	0.2819415	0.208525	0.1757275	0.111818	0.140085	0.1390965	0.036389	0.1661215	0.0948465	0.08925	0.1346745	0.2005435	0.074169	0.0818875	0.1390805	0.0195985	0.120949	0.1249105	0.1143515	0.1711955	0.152845	0.25929	0.2033715	0.049827	0.1229255	0.184522	0.03	0.1381655	1	0.2145115	0.21984	0.1048075	0.1621395	0.151892	0.126604	0.1066685	0.180275	0.0289855	0.13889	0.123979	0.1304645	0.2714505	0.1947245	0.096605	0.167231	0.1191565	0.204779	0.1811405	0.1060215	0.12222	0.14088	0.1586985	0.20384	0.211818	0.148026	0.108005	0.052601	0.110222	0.2212065	0.2192895	0.149812	0.0451035	0.2165235	0.104379	0.102586	0.2280695	0.17436	0.0949475	0.1286395	0.1566475	0.0528295	0.135798	0.029412	0.020408	0.222101	0.179036	0.172497	0.205395	0.1807775	0.178366	0.2204565	0.133766	0.1763945	0.158774	0.2307715	0.14381	0.1646965	0.205315	0.0488575	0.2453875	0.20878	0.036803	0.151925	0.106438	0.1414035	0.1857495	0.120222	0.035719	0.154568	0.2337225	0.0693965	0.165207	0.1389885	0.1515295	0.0745775	0.14398	0.23827	0.184574	0.153202	0.1773635	0.126844	0.155389	0.014869	0.091783	0.1785285	0.1976685	0.080045	0.154993	0.201324	0.144379	0.0758475	0.1319245	0.298698	0.1099625	0.0272725	0.2472765	0.165085	0.1586855	0.13326	0.0810765
D01236	0.1032145	0.0723035	0.024064	0.025862	0.0963475	0.016129	0.1321885	0.1189505	0.2422955	0.140506	0.024569	0.244443	0.122418	0.0436495	0.249409	0.1197915	0.10754	0.2177515	0.184273	0.2168975	0.108199	0.2028545	0.084195	0.1860715	0.2190065	0.080914	0.0436955	0.020408	0.2106465	0.083391	0.186964	0.099998	0.157145	0.1786915	0.216759	0.2211925	0.2125535	0.264191	0.1399255	0.028285	0.0643745	0.1844065	0.0864815	0.0860785	0.0519495	0.182605	0.0486725	0.151905	0.194966	0.131382	0.177034	0.1522195	0.212201	0.1670345	0.1074155	0.0346845	0.1928155	0.17347	0.13587	0.138215	0.2166055	0.2155095	0.2832325	0.2291675	0.0208335	0.0510205	0.084665	0.1248195	0.011111	0.0987185	0.2833665	0.2136095	0.1579445	0.124944	0.08062	0.1055765	0.121841	0.030257	0.217061	0.16481	0.2427605	0.15801	0.1013495	0.161965	0.156452	0.173866	0.1863985	0.0729655	0.189707	0.2187145	0.132696	0.0140845	0.1103995	0.1836475	0.1848565	0.086884	0.1098785	0.15523	0.1084845	0.0403615	0.16011	0.117323	0.1115205	0.1314355	0.182013	0.0742535	0.1019225	0.1578875	0.0332685	0.1132365	0.1513945	0.106087	0.0876715	0.1030715	0.1552695	0.1808195	0.052112	0.1785375	0.16181	0.02	0.2052775	0.2145115	0.9512195	0.209261	0.1411865	0.2405975	0.22392	0.1694885	0.1411765	0.3133305	0.0142855	0.2470695	0.130226	0.1151065	0.2494405	0.10969	0.14168	0.1338545	0.1823635	0.148587	0.2626805	0.087545	0.1812855	0.1812135	0.2248765	0.172698	0.1475	0.193493	0.0892865	0.118945	0.078051	0.192698	0.2297775	0.158348	0.1056705	0.1137255	0.124914	0.1103705	0.1503965	0.0993935	0.0764865	0.1130715	0.21294	0.039512	0.1681995	0.0096155	0.010204	0.166306	0.1164045	0.2196845	0.0851765	0.1014585	0.204584	0.130415	0.1559175	0.0919625	0.15038	0.192052	0.072545	0.178603	0.16542	0.131561	0.159233	0.170085	0.015873	0.1190715	0.1070145	0.0874075	0.1880285	0.142791	0.035272	0.195593	0.285756	0.1002985	0.164344	0.1551555	0.1226995	0.09344	0.2581195	0.19034	0.2432975	0.185078	0.149395	0.0981345	0.1190915	0.019608	0.095862	0.277625	0.1610575	0.091482	0.1098235	0.143042	0.1919515	0.0872935	0.1091505	0.201199	0.1015705	0.0089285	0.1680835	0.123753	0.194324	0.1223585	0.158309
D01242	0.071057	0.094376	0.0415735	0.0528095	0.112514	0.0267855	0.0910385	0.0947415	0.12439	0.15783	0.0418585	0.1951765	0.308631	0.0888715	0.1956865	0.104444	0.110241	0.232181	0.341169	0.1427865	0.0924535	0.1837625	0.0944465	0.227107	0.121606	0.103115	0.05875	0.011111	0.128631	0.105182	0.158594	0.3566135	0.097183	0.333617	0.16693	0.2108845	0.152256	0.181773	0.170181	0.053903	0.1047165	0.189605	0.1294255	0.126661	0.0966015	0.15504	0.0363735	0.1647465	0.1670635	0.1108705	0.5203635	0.2112815	0.2684945	0.4999975	0.122876	0.1004455	0.245556	0.15034	0.1685575	0.16858	0.59904	0.2007615	0.1853275	0.176364	0.069445	0.056818	0.2204315	0.112195	0.025641	0.0927055	0.211596	0.166667	0.0953105	0.11512	0.113298	0.0901675	0.097652	0.013233	0.168827	0.13101	0.225544	0.1619035	0.124145	0.203266	0.237486	0.192466	0.1552865	0.1148995	0.1443265	0.233335	0.156693	0.027542	0.178506	0.1556005	0.123755	0.145404	0.1166615	0.1311815	0.1242805	0.0450995	0.13876	0.114226	0.08778	0.188079	0.308259	0.057477	0.0860525	0.1368625	0.023337	0.1262405	0.174056	0.1250445	0.13413	0.1365515	0.200178	0.167255	0.046938	0.1353535	0.3734455	0.034091	0.151096	0.21984	0.209261	1	0.135873	0.128623	0.2033245	0.2619065	0.1584545	0.1257835	0.0281975	0.2074965	0.137201	0.149875	0.1797825	0.1752315	0.1333495	0.1669605	0.1351875	0.159312	0.1813075	0.3284315	0.2123815	0.127136	0.266266	0.1625425	0.2096985	0.281386	0.1022335	0.0747415	0.09197	0.1474725	0.184378	0.1065545	0.052574	0.1845495	0.1028385	0.0895065	0.175729	0.138156	0.0953575	0.148475	0.1672665	0.0217945	0.1666555	0.0333335	0.0357145	0.2060195	0.1371015	0.1832825	0.128313	0.1390285	0.242593	0.1878725	0.14806	0.1184775	0.111161	0.363648	0.1300655	0.2136615	0.1563665	0.082244	0.1605475	0.269913	0.0405695	0.0941725	0.102635	0.3614335	0.2000735	0.1806025	0.0466485	0.1346985	0.286084	0.0789255	0.15798	0.122293	0.1129315	0.104803	0.172267	0.116185	0.1596155	0.1619035	0.143962	0.093995	0.1226205	0	0.241749	0.2506685	0.16299	0.0939785	0.123808	0.2569705	0.32785	0.0885825	0.1631965	0.2218685	0.10409	0.02	0.2100025	0.1376045	0.1618415	0.1368695	0.0880935
D01269	0.1313195	0.172885	0.167283	0.077147	0.0963035	0.1484605	0.2539005	0.271817	0.214363	0.1171785	0.180818	0.1544285	0.06436	0.1636205	0.2350055	0.08443	0.1523	0.16749	0.1733985	0.201135	0.0960785	0.2144185	0.0531915	0.1883865	0.2168935	0.1741265	0.06205	0.169229	0.2146815	0.2234565	0.2932905	0.0521195	0.094977	0.2216155	0.170832	0.215151	0.134061	0.193208	0.1711955	0.144034	0.0622795	0.188315	0.13375	0.144575	0.0545745	0.1270055	0.140338	0.1209715	0.1823575	0.2408235	0.1715735	0.140891	0.2366345	0.175765	0.1728005	0.036613	0.227349	0.159659	0.116462	0.120128	0.144222	0.2537645	0.1810845	0.22056	0.047619	0.120692	0.0491395	0.2693815	0	0.116068	0.244545	0.228565	0.127439	0.1400815	0.190139	0.0937755	0.090538	0.1042605	0.163111	0.165084	0.1571475	0.153585	0.2258875	0.1688345	0.1738245	0.242588	0.2994515	0.061042	0.2145005	0.201511	0.235337	0.124399	0.11538	0.1470075	0.179364	0.09502	0.1870945	0.0783195	0.1268555	0.1663025	0.2453485	0.077312	0.2420535	0.1657745	0.1580085	0.2695555	0.1683475	0.283552	0.1671915	0.0760035	0.176847	0.0939225	0.070113	0.0889815	0.1627345	0.269461	0.0686915	0.3405965	0.16468	0.0877095	0.2296935	0.1237085	0.1411865	0.135873	1	0.2305625	0.215478	0.3679295	0.3435765	0.18287	0.1287715	0.24657	0.1278035	0.0908215	0.1583875	0.09064	0.223206	0.141066	0.20924	0.1332925	0.2547	0.07494	0.198882	0.308046	0.2535045	0.211471	0.142968	0.263416	0.1929695	0.149782	0.1674735	0.155305	0.242763	0.2352395	0.205869	0.1188	0.2412205	0.2064385	0.1758385	0.0880475	0.1862865	0.0894965	0.1848885	0.126747	0.148023	0.1145425	0.085499	0.319399	0.1059275	0.2138935	0.0899975	0.117463	0.230014	0.118711	0.173335	0.112028	0.158752	0.1578735	0.0980925	0.235167	0.1238675	0.1485485	0.156075	0.245348	0.158614	0.1613745	0.1882645	0.0568355	0.134485	0.17086	0.1718625	0.1933815	0.1716935	0.200341	0.1105325	0.1528635	0.13762	0.0520835	0.254878	0.1866545	0.2602185	0.289675	0.1571435	0.180272	0.2371825	0.186645	0.0765225	0.1601245	0.182945	0.064223	0.0886925	0.2007435	0.265655	0.22239	0.158155	0.1844645	0.1903165	0.0983785	0.1126215	0.16554	0.225998	0.0895675	0.17439
D01295	0.10444	0.0867975	0.0633435	0.0747285	0.0916645	0.0654185	0.174726	0.152015	0.2813615	0.130261	0.0553115	0.2405595	0.0576925	0.056818	0.28377	0.09659	0.1046085	0.195286	0.164205	0.188694	0.0976185	0.3210985	0.0357145	0.345456	0.2322175	0.0831705	0.0454545	0.0714285	0.165851	0.122311	0.2158915	0.054054	0.09387	0.2194255	0.2531255	0.13266	0.191342	0.1879085	0.112946	0.0537105	0.072203	0.17659	0.0957955	0.0665785	0.064283	0.149305	0.037736	0.124841	0.2964845	0.200632	0.194817	0.164204	0.289291	0.2007115	0.14383	0.0238095	0.2592	0.2204415	0.125713	0.1563005	0.2366735	0.402975	0.149829	0.2208965	0.013158	0.0657895	0.0526315	0.1563625	0.014706	0.0625	0.340655	0.2792175	0.126978	0.124383	0.0950055	0.094761	0.0718075	0.0483135	0.2695155	0.140162	0.141416	0.155286	0.0990665	0.1592765	0.22515	0.233062	0.254118	0.0704805	0.211475	0.1976405	0.1035735	0.043743	0.1048895	0.174536	0.165779	0.102549	0.124921	0.1005945	0.093403	0.0736385	0.183007	0.0757895	0.213846	0.080739	0.217062	0.134844	0.113458	0.201651	0.054348	0.0758255	0.13619	0.0888425	0.0837125	0.0837235	0.124953	0.262882	0.0357145	0.2377535	0.202085	0.025641	0.238631	0.1621395	0.2674085	0.128623	0.2305625	1	0.265515	0.2715985	0.2280935	0.269047	0.054683	0.302408	0.133551	0.1002225	0.2452195	0.068294	0.133054	0.146329	0.2139595	0.0948675	0.364685	0.047619	0.2007115	0.2181815	0.251246	0.2881365	0.1073505	0.2536825	0.145198	0.0929115	0.1057885	0.174497	0.24608	0.1371695	0.0701755	0.108619	0.14555	0.0883965	0.16289	0.096533	0.0822915	0.0985575	0.209033	0.0603955	0.1365995	0.025	0.027027	0.2090635	0.0810925	0.3187485	0.0883155	0.0699385	0.298725	0.1296135	0.12857	0.097115	0.193572	0.1756615	0.0476435	0.2642755	0.1576415	0.1020835	0.177005	0.21607	0.0633655	0.133335	0.1354425	0.059524	0.152041	0.0875155	0.0799485	0.214966	0.1945975	0.147725	0.101718	0.1147435	0.121601	0.0348835	0.631886	0.175595	0.374881	0.3901875	0.15975	0.097805	0.123005	0.032815	0.0675675	0.2232505	0.1829845	0.1087175	0.097333	0.2252015	0.265268	0.1487025	0.0842815	0.150154	0.1108785	0.011111	0.112089	0.15451	0.268873	0.129723	0.130941
