	D00049	D00059	D00079	D00094	D00095	D00106	D00110	D00113	D00136	D00139	D00180	D00225	D00227	D00232	D00234	D00235	D00241	D00255	D00270	D00274	D00281	D00283	D00295	D00300	D00301	D00306	D00318	D00332	D00336	D00356	D00364	D00371	D00380	D00394	D00397	D00400	D00410	D00411	D00415	D00419	D00422	D00426	D00432	D00437	D00440	D00442	D00443	D00451	D00454	D00465	D00480	D00483	D00493	D00494	D00498	D00499	D00503	D00509	D00513	D00514	D00520	D00521	D00522	D00523	D00524	D00525	D00528	D00540	D00542	D00559	D00560	D00563	D00574	D00598	D00601	D00604	D00606	D00607	D00609	D00613	D00627	D00632	D00635	D00645	D00646	D00665	D00666	D00673	D00674	D00675	D00676	D00682	D00683	D00684	D00687	D00688	D00715	D00726	D00760	D00765	D00769	D00775	D00779	D00780	D00790	D00837	D00838	D00845	D00954	D00965	D00987	D00996	D01020	D01022	D01024	D01051	D01071	D01103	D01118	D01126	D01164	D01227	D01236	D01242	D01269	D01295	D01297	D01324	D01332	D01346	D01352	D01358	D01386	D01390	D01441	D01454	D01462	D01603	D01652	D01692	D01699	D01712	D01713	D01717	D01745	D01782	D01828	D01871	D01891	D01925	D01964	D01965	D01973	D01994	D02007	D02066	D02070	D02076	D02082	D02147	D02149	D02150	D02234	D02237	D02250	D02278	D02279	D02327	D02338	D02340	D02342	D02349	D02354	D02356	D02357	D02358	D02359	D02361	D02374	D02566	D02578	D02588	D02614	D02671	D02721	D02725	D02826	D02884	D02910	D03165	D03187	D03210	D03274	D03365	D03415	D03442	D03490	D03503	D03621	D03642	D03654	D03858	D03879	D03880	D03881	D03966	D04006	D04034	D04040	D04375	D04625	D04716	D04979	D05113	D05129	D05246	D05312	D05341	D05740	D05792	D05938	D06056	D06396
D00775	0,10054	0,170396	0	0	0,1494335	0	0,060831	0,06272	0,134221	0,121485	0	0,1168765	0,07037	0,0142855	0,218415	0,1365345	0,140595	0,0924805	0,151232	0,140051	0,1058315	0,113153	0,058944	0,107608	0,043067	0,0807925	0,088556	0,019231	0,090791	0,047809	0,10532	0,0931635	0,0960105	0,097119	0,08092	0,0743955	0,1157545	0,0755235	0,10523	0,012195	0,06367	0,1321105	0,07836	0,0715835	0,0625	0,03769	0	0,1036835	0,1202115	0,054269	0,143222	0,12547	0,13214	0,125385	0,11077	0	0,124387	0,0933495	0,111396	0,12665	0,10698	0,070072	0,133341	0,0744205	0,0416665	0,0555555	0,08	0,0737245	0,219516	0,1737565	0,119786	0,1038035	0,0991075	0,118943	0,08697	0,12648	0,1458335	0,010204	0,1353715	0,107601	0,134418	0,1515735	0,0915	0,110645	0,10963	0,105345	0,092425	0,07926	0,109585	0,0994395	0,081286	0,0212765	0,0952865	0,0921165	0,0675675	0,0739675	0,0736795	0,1078235	0,065113	0,009434	0,103116	1	0,0590385	0,0534615	0,148222	0,0699225	0,1470255	0,0731265	0	0,2807295	0,0583045	0,170126	0,2302105	0,0834085	0,126911	0,0805075	0	0,077123	0,1336585	0,0384615	0,144357	0,0790665	0,105258	0,104246	0,068392	0,0661295	0,1145505	0,113213	0,077113	0,092403	0,0106385	0,1210695	0,1089905	0,1583935	0,095835	0,1467045	0,0592795	0,0582845	0,0899035	0,1352365	0,100285	0,0751655	0,12529	0,10462	0,0923205	0,114263	0,145916	0,1293725	0,0642675	0,0454545	0,199556	0,223525	0,1193455	0,107875	0,0416665	0,086623	0,078315	0,10593	0,0886255	0,15011	0,101855	0,1561685	0,0716535	0,0106385	0,034276	0,017857	0,0416665	0,097547	0,111604	0,118923	0,099975	0,1785105	0,100305	0,12407	0,0707345	0,140073	0,11891	0,10971	0,12334	0,100325	0,1370705	0,0657895	0,130063	0,104586	0	0,059689	0,109545	0,093117	0,1308015	0,0585575	0	0,0827005	0,1007615	0,0872865	0,044534	0,0399785	0,13714	0,0758905	0,0837985	0,120973	0,102874	0,0761825	0,1361365	0,073095	0,101295	0,017857	0,08893	0,090908	0,0999305	0,130435	0,1257945	0,0971245	0,1210945	0,0715985	0,0833985	0,092256	0,09393	0	0,06934	0,0923605	0,100245	0,1379515	0,100604
D00779	0,0978825	0,097134	0,0792585	0,0452695	0,103745	0,106285	0,186943	0,2146925	0,2396555	0,058383	0,0887635	0,1018755	0,0520835	0,1088845	0,1935485	0,10031	0,124819	0,093859	0,1127545	0,134205	0,107509	0,161099	0,0555555	0,137162	0,1678035	0,176529	0,051282	0,1311035	0,1728785	0,1612065	0,1707505	0,029412	0,112921	0,112843	0,116791	0,0808865	0,0997605	0,1383275	0,111346	0,0962705	0,0642775	0,216745	0,145727	0,0736535	0,05	0,093612	0,111129	0,105106	0,161642	0,32488	0,0995945	0,103387	0,1981815	0,102527	0,1867615	0,033872	0,2086355	0,130005	0,0896245	0,0688035	0,0928335	0,223521	0,062585	0,14749	0,03125	0,09375	0,0285715	0,34458	0,0172415	0,0882355	0,1792485	0,20813	0,138815	0,232654	0,063732	0,1033	0,0761995	0,1280365	0,115891	0,128415	0,0665115	0,122758	0,065834	0,0756105	0,130291	0,0909105	0,17146	0,06267	0,201285	0,095434	0,0876965	0,075575	0,0559565	0,0655415	0,089736	0,0579305	0,156158	0,0680495	0,0690305	0,122443	0,135285	0,0590385	1	0,159017	0,1416295	0,1958225	0,2218065	0,145172	0,163898	0,078373	0,124232	0,099934	0,0738245	0,111951	0,080173	0,2283455	0,1302085	0,325596	0,07949	0,029412	0,1860415	0,06559	0,0957155	0,072985	0,2507435	0,179041	0,15178	0,297443	0,1615025	0,095704	0,0775535	0,209004	0,1273845	0,094504	0,113762	0,0836085	0,1304145	0,0734035	0,189945	0,109774	0,185008	0,025641	0,1182305	0,209457	0,1949465	0,172244	0,0522755	0,200608	0,152325	0,1075795	0,13149	0,1206815	0,158925	0,1132095	0,115785	0,0580855	0,186158	0,0881905	0,0730125	0,0911305	0,07732	0,093869	0,1740345	0,1432545	0,0859635	0,0355365	0,038765	0,1313235	0,093515	0,162454	0,131223	0,0738835	0,2109295	0,0940135	0,16897	0,117967	0,113971	0,094485	0,0721505	0,1659015	0,138496	0,129791	0,133878	0,229512	0,101691	0,14185	0,1804685	0,0384615	0,081798	0,1722155	0,134216	0,1434695	0,090129	0,200667	0,0494865	0,056707	0,22908	0,054054	0,22085	0,1145935	0,191237	0,4243255	0,126788	0,1027675	0,0983415	0,060606	0,060606	0,0855765	0,080832	0,062916	0,0912155	0,129086	0,178144	0,2227665	0,0570505	0,0854935	0,158213	0,067426	0,047819	0,1155375	0,1784255	0,083673	0,222512
D00780	0,042716	0,0746365	0,1049205	0,0859805	0,076455	0,0889485	0,1579055	0,1463425	0,1335565	0,0729035	0,1234305	0,0772955	0,117769	0,145363	0,127646	0,1117195	0,0632515	0,122865	0,117036	0,1531255	0,0913055	0,10837	0,0617525	0,0895015	0,184003	0,152157	0,065837	0,0521445	0,152397	0,1737	0,1141335	0,094635	0,13448	0,1198785	0,09591	0,1298355	0,0839105	0,1757195	0,1437925	0,129757	0,076869	0,1377125	0,16517	0,097105	0,072149	0,1617865	0,205976	0,155407	0,119765	0,125829	0,1253775	0,129733	0,1397035	0,118811	0,1887915	0,110473	0,1361685	0,1891685	0,128791	0,1066785	0,1500225	0,148264	0,077065	0,1266695	0,0489165	0,08857	0,089809	0,160209	0,018868	0,0898205	0,145556	0,146521	0,117174	0,12887	0,1303525	0,0890285	0,1128725	0,136564	0,1242375	0,188666	0,07813	0,098892	0,1146865	0,1373245	0,1446095	0,092882	0,14422	0,0847205	0,188494	0,107167	0,1465545	0,1141865	0,18675	0,18805	0,074316	0,18419	0,1626045	0,106516	0,0979305	0,1772415	0,1860365	0,0534615	0,159017	1	0,095221	0,175846	0,183505	0,1301745	0,207645	0,1205205	0,2410295	0,083899	0,1097825	0,122723	0,128186	0,1703525	0,188634	0,12762	0,1092615	0,0520975	0,12584	0,1214195	0,1194605	0,188774	0,1613395	0,0826775	0,135508	0,10997	0,117389	0,1161295	0,1016575	0,159358	0,1421835	0,1154125	0,188332	0,117906	0,3436595	0,0989365	0,133759	0,1502525	0,1440775	0,0988655	0,095322	0,1648905	0,161575	0,0992515	0,0965235	0,1293845	0,1171285	0,2071225	0,160229	0,1134045	0,2119385	0,1530285	0,23084	0,1941035	0,17646	0,1184175	0,136232	0,099259	0,1196905	0,1192875	0,0934875	0,142183	0,194115	0,0393635	0,0365255	0,101084	0,1363495	0,109785	0,11803	0,1290405	0,130448	0,1214325	0,396768	0,0980295	0,11323	0,1380045	0,1144635	0,100286	0,112925	0,175741	0,1066465	0,1460585	0,13092	0,16966	0,1455645	0,1129745	0,1171875	0,9294715	0,1396285	0,1473755	0,122988	0,101563	0,0980855	0,1974385	0,12237	0,069787	0,102412	0,105937	0,139695	0,1233065	0,0907185	0,157225	0,141035	0,0767285	0,130699	0,097909	0,058286	0,0747965	0,115279	0,128119	0,1178875	0,200246	0,1021225	0,1034165	0,2140345	0,02173	0,1494015	0,0798445	0,120064	0,1092285	0,13603
D00790	0,077693	0,1061835	0,079839	0,0532	0,157011	0,055834	0,100487	0,103195	0,2319085	0,2142435	0,0469935	0,2546265	0,1375	0,0706175	0,19703	0,13268	0,213705	0,194309	0,6228885	0,212157	0,1374585	0,2900135	0,09375	0,315126	0,1173005	0,1390215	0,0877745	0,015625	0,21901	0,1743475	0,2316895	0,1296295	0,1365125	0,299497	0,1856295	0,2038435	0,1791015	0,1714445	0,23548	0,0750245	0,130467	0,143335	0,1172505	0,107553	0,11015	0,1038325	0,0208335	0,2250165	0,187725	0,118019	0,43976	0,2239715	0,4459235	0,42579	0,174845	0,065246	0,394235	0,1750085	0,162465	0,1956275	0,2397815	0,189167	0,1626765	0,183112	0,1044175	0,080645	0,125	0,121848	0,0185185	0,112903	0,1787565	0,1874135	0,100995	0,1352915	0,1259265	0,130265	0,131814	0,009091	0,1613395	0,161555	0,156234	0,2184575	0,1311155	0,2325265	0,257775	0,33219	0,2527435	0,144783	0,1858995	0,270409	0,178022	0,072925	0,154189	0,147383	0,14072	0,1043115	0,12715	0,2132205	0,085066	0,0500345	0,155563	0,148222	0,1416295	0,095221	1	0,0738965	0,12309	0,133929	0,011628	0,1155105	0,156587	0,150818	0,140166	0,124742	0,241889	0,1801905	0,027778	0,124806	0,3712145	0,048387	0,1787075	0,1683535	0,149883	0,289884	0,1393085	0,213392	0,1873705	0,2820825	0,170001	0,166656	0,065205	0,238218	0,158111	0,1637545	0,147157	0,1851365	0,1332665	0,129942	0,1362665	0,1566305	0,1658915	0,109375	0,2175215	0,1549865	0,2141785	0,2362375	0,1948335	0,32875	0,120576	0,04	0,1530305	0,1719565	0,234963	0,1405225	0,0272725	0,161231	0,1170505	0,086126	0,1760665	0,1576225	0,113076	0,1632145	0,12249	0,019231	0,0944555	0,046875	0,051724	0,23137	0,148577	0,3002335	0,1400665	0,1295615	0,3674835	0,2184775	0,1472	0,13826	0,21001	0,3865815	0,1144105	0,264245	0,228712	0,056818	0,2436735	0,3501285	0,067499	0,1528125	0,12746	0,125	0,232792	0,1034725	0,0716535	0,1615775	0,3794625	0,0897605	0,1004725	0,088888	0,131735	0,109375	0,1744705	0,24375	0,1542665	0,1726765	0,2260415	0,1243555	0,169145	0	0,125	0,3268825	0,1812275	0,18273	0,1631675	0,2055765	0,34452	0,07608	0,1487385	0,1955675	0,1118995	0,0416665	0,1875675	0,1747425	0,1802965	0,207745	0,130847
D00837	0,090626	0,183899	0,166935	0,0842335	0,156144	0,166231	0,1473295	0,19232	0,16706	0,0676205	0,18643	0,0736085	0,0333335	0,1291645	0,105322	0,111674	0,1548595	0,0962435	0,0744465	0,1102475	0,0716085	0,138553	0,042553	0,0563235	0,171901	0,164208	0,046135	0,175943	0,1321445	0,163957	0,146104	0,034091	0,0740675	0,0825785	0,0887865	0,1277	0,048183	0,1215325	0,0986015	0,093928	0,050125	0,170931	0,2111205	0,0591115	0,0392155	0,1017385	0,217189	0,088333	0,1231845	0,154835	0,0627895	0,1070315	0,1472285	0,06416	0,2130665	0,0389335	0,153264	0,1118555	0,106644	0,073008	0,0423875	0,160623	0,092811	0,138425	0,0113635	0,0993975	0,0355935	0,185495	0,0125	0,0745765	0,120096	0,1264715	0,1291335	0,147543	0,243259	0,0699275	0,0596955	0,147753	0,1030025	0,18603	0,0893875	0,109833	0,1267605	0,0645125	0,116045	0,138904	0,198059	0,0491395	0,1420115	0,0985245	0,159788	0,141782	0,1029795	0,0874685	0,139775	0,097102	0,1179765	0,07266	0,0757105	0,1860855	0,102393	0,0699225	0,1958225	0,175846	0,0738965	1	0,3258155	0,193943	0,236775	0,0740435	0,1384145	0,14523	0,126623	0,074523	0,0866175	0,1344295	0,076608	0,1855	0,0774	0,097489	0,1666895	0,058634	0,0667935	0,049322	0,2576055	0,130539	0,120059	0,160315	0,180116	0,1108325	0,1618295	0,125241	0,1238155	0,121406	0,0971855	0,096484	0,1594305	0,0449175	0,1221575	0,1005135	0,1452345	0,0566715	0,0962415	0,215154	0,1323885	0,121443	0,1243645	0,1233465	0,1469595	0,1293645	0,150183	0,1312075	0,136619	0,1926495	0,3090485	0,1068115	0,1871505	0,294922	0,1228875	0,116518	0,403069	0,152106	0,113607	0,132056	0,128899	0,172395	0,13041	0,131268	0,1016015	0,145698	0,0945175	0,0995465	0,160415	0,0754415	0,132255	0,097769	0,167555	0,125355	0,0899185	0,116631	0,112553	0,140534	0,152353	0,14912	0,160885	0,1368405	0,1283065	0,0408165	0,0648525	0,182526	0,1634635	0,15621	0,1036895	0,1427685	0,086065	0,1152815	0,1454065	0,0416665	0,1401965	0,101785	0,15068	0,149308	0,1123805	0,2018505	0,33727	0,2734095	0,0454545	0,110425	0,1300385	0,0461795	0,127898	0,1010655	0,105401	0,51763	0,164704	0,0999645	0,4226415	0,0998915	0,05319	0,110018	0,113434	0,0751685	0,1835485
D00838	0,0876165	0,30565	0,1379795	0,0755685	0,2270835	0,135516	0,2369215	0,2585185	0,1458665	0,108963	0,1602045	0,125255	0,0581395	0,143634	0,1346375	0,1461465	0,1278245	0,085826	0,13078	0,1474755	0,1174245	0,1910985	0,064516	0,078695	0,126917	0,2261605	0,0588235	0,138965	0,176631	0,17359	0,1769995	0,074074	0,11641	0,1182555	0,111614	0,136837	0,0837885	0,1464535	0,176465	0,11446	0,0767845	0,1835215	0,1929465	0,081276	0,058758	0,100378	0,267869	0,115833	0,1774215	0,1817015	0,117314	0,125418	0,207275	0,12175	0,34178	0,0228265	0,176267	0,1591415	0,1304395	0,1018605	0,054628	0,125784	0,0704415	0,135705	0,037037	0,2163005	0,0714285	0,211715	0	0,129205	0,116236	0,1820815	0,156123	0,128607	0,08487	0,112926	0,088907	0,095419	0,153023	0,197634	0,0621285	0,190821	0,069374	0,0873685	0,119075	0,083468	0,185865	0,0745835	0,1800295	0,10209	0,0923085	0,1057065	0,104485	0,078405	0,0646015	0,1216895	0,18235	0,118258	0,081115	0,17288	0,1538165	0,1470255	0,2218065	0,183505	0,12309	0,3258155	1	0,1062315	0,334372	0,1073705	0,193098	0,20859	0,165151	0,1526835	0,122784	0,126401	0,1124185	0,2089235	0,0944345	0,0494415	0,1622635	0,0698575	0,0871025	0,0809875	0,1563375	0,105678	0,151339	0,1765755	0,1613235	0,1551135	0,112618	0,185879	0,19123	0,1906995	0,125615	0,1217165	0,1246635	0,056148	0,144932	0,157888	0,16183	0,0625	0,1434935	0,179005	0,131844	0,15497	0,125245	0,19608	0,180956	0,200971	0,1423875	0,161599	0,228703	0,125203	0,190626	0,1138365	0,258795	0,1092505	0,072245	0,16772	0,175956	0,1938495	0,1013345	0,0966805	0,0928435	0,0823585	0,070727	0,0613755	0,11559	0,1987235	0,0933345	0,118382	0,1621345	0,0968355	0,1898865	0,118554	0,251755	0,10041	0,0715385	0,2068025	0,1236945	0,222384	0,189151	0,224515	0,1332545	0,166181	0,166765	0,096774	0,0743775	0,196715	0,174039	0,1175015	0,13299	0,245373	0,042963	0,1709505	0,133217	0,0625	0,1557425	0,0821895	0,1672505	0,1840905	0,1998905	0,168388	0,1728055	0,1391925	0,0714285	0,12794	0,0805335	0,0925925	0,175595	0,0939425	0,18852	0,3652065	0,078853	0,0826105	0,3633615	0,0611305	0,0751335	0,0859385	0,12745	0,1315905	0,2318105
D00845	0,1031185	0,13838	0,1670125	0,092339	0,076492	0,1285525	0,123398	0,12941	0,27106	0,0974645	0,1768375	0,119218	0,0604555	0,0955015	0,1702795	0,1692295	0,1906065	0,1502785	0,1533315	0,2050105	0,063815	0,173762	0,0588235	0,1788095	0,21443	0,116724	0,0523645	0,208901	0,1723255	0,1603285	0,168471	0,0530185	0,1284665	0,1750045	0,186071	0,2163365	0,1370035	0,1432275	0,151639	0,1412445	0,0790615	0,118295	0,119333	0,080625	0,0784965	0,1479365	0,094845	0,12961	0,1859145	0,235675	0,1392315	0,157368	0,2293285	0,142343	0,150669	0,1053645	0,2329835	0,179839	0,1313065	0,107436	0,1318635	0,240128	0,1480505	0,163087	0,048503	0,0865365	0,0520355	0,186361	0,0108695	0,090605	0,150746	0,157239	0,13349	0,166305	0,2192665	0,0623945	0,0824385	0,0715755	0,1764665	0,151486	0,149199	0,16811	0,2360845	0,153236	0,152211	0,2376385	0,2311475	0,077554	0,171616	0,1742685	0,239585	0,1528225	0,1471325	0,134672	0,18182	0,1343225	0,1106235	0,162215	0,10281	0,0737905	0,1527765	0,0731265	0,145172	0,1301745	0,133929	0,193943	0,1062315	1	0,079095	0,106269	0,1891605	0,074808	0,1086485	0,0897405	0,1334225	0,22451	0,068932	0,12831	0,162222	0,0690785	0,208628	0,1134655	0,142094	0,1226075	0,247797	0,183976	0,2373015	0,1595	0,23279	0,179083	0,1492205	0,155121	0,1054275	0,0983085	0,18886	0,1021	0,2108115	0,1183985	0,143477	0,1261415	0,2262505	0,0770975	0,116915	0,1877115	0,1671085	0,165835	0,131233	0,164185	0,1445765	0,1042995	0,1222535	0,208548	0,1487945	0,419803	0,1905215	0,1341725	0,14479	0,176666	0,308138	0,1058	0,185685	0,0836535	0,1082365	0,0758235	0,19483	0,138065	0,0893715	0,2922785	0,163226	0,175862	0,172415	0,1056805	0,2342665	0,134234	0,1294865	0,1486395	0,135019	0,199476	0,090539	0,1800485	0,1578095	0,111476	0,160245	0,149474	0,11573	0,160834	0,1224145	0,0679675	0,1542535	0,120319	0,155278	0,2110875	0,1804835	0,091259	0,1129905	0,185663	0,163136	0,0576925	0,226788	0,162427	0,2348055	0,220415	0,173343	0,163528	0,2719605	0,1238815	0,0518705	0,15245	0,283237	0,04172	0,1002125	0,1621755	0,177961	0,115999	0,1690255	0,1721805	0,134917	0,1754665	0,134264	0,173293	0,759085	0,108043	0,128525
D00954	0,004785	0,0625515	0,194165	0,076615	0,054117	0,19111	0,2314005	0,1931445	0,0904325	0,013728	0,21934	0,0357145	0,020183	0,1683745	0,048077	0,0305	0,013889	0,024578	0,011628	0,0743145	0,0441175	0,075	0,026316	0,012195	0,1561445	0,165268	0,012295	0,1120435	0,0579245	0,178525	0,111656	0,030132	0,028441	0,0357145	0,0423405	0,058288	0,0153405	0,0405485	0,0588455	0,187693	0,011628	0,1027425	0,115393	0,0491285	0,011628	0,0578315	0,528162	0,01614	0,0625	0,109426	0,011628	0,031445	0,0678745	0,011905	0,208426	0,0764995	0,077372	0,074513	0,031196	0,0282485	0,0190135	0,0707525	0,0185185	0,1124965	0,0151515	0,1218585	0,0293515	0,113179	0	0,0911435	0,0651135	0,081081	0,1184505	0,052429	0,039128	0,042857	0,018718	0,1161665	0,0547065	0,0703075	0,0166665	0,0227275	0,0299755	0,022697	0,045682	0,012114	0,0797805	0,0113635	0,070349	0,011534	0,02285	0,13622	0,0171965	0,0224915	0,0202545	0,0178065	0,138699	0,026585	0,0483635	0,277038	0,0627645	0	0,163898	0,207645	0,011628	0,236775	0,334372	0,079095	1	0,0370245	0,1383635	0,0494265	0,032292	0,0813095	0,03294	0,109209	0,1658355	0,1557225	0,0227275	0,0620555	0,1186475	0,0168835	0,0274735	0,018657	0,1456565	0,054348	0,0899505	0,082505	0,1066525	0,026823	0,1342185	0,0789475	0,076932	0,027027	0,0430265	0,02989	0,1090735	0,009406	0,111825	0,0456365	0,090635	0,026096	0,051282	0,224291	0,078025	0,053279	0,023826	0,0731705	0,175873	0,1250085	0,1183075	0,057907	0,076263	0,0676935	0,161645	0,0178015	0,1760555	0,0646535	0,018302	0,026316	0,0632475	0,046552	0,080645	0,1036395	0,053503	0,040964	0,0443515	0,024275	0,048871	0,075	0,0276825	0,029324	0,076067	0,0185185	0,165251	0,03072	0,0714595	0,034622	0,027746	0,0965125	0,0125	0,1376335	0,0415825	0,063663	0,20162	0,1646415	0,109355	0,0389665	0,020541	0,221071	0,2374625	0,103291	0,0193565	0,102006	0,0141245	0,110938	0,0513315	0,025641	0,0657895	0,017346	0,0942445	0,09634	0,023256	0,089849	0,049658	0,23874	0,0447725	0,0168865	0,019608	0	0,0405405	0,0556965	0,05	0,2886965	0,035455	0,028302	0,285683	0,025641	0,007753	0,024048	0,077387	0,023256	0,116848
D00965	0,098344	0,12114	0,035726	0,0626255	0,13449	0,0108695	0,0895725	0,0713295	0,131805	0,095395	0,036026	0,0958745	0,078313	0,0739	0,0847435	0,132636	0,09782	0,0655025	0,1162005	0,118205	0,1219395	0,108298	0,0735295	0,0882195	0,0671635	0,110058	0,0557165	0,0621415	0,1064315	0,065515	0,105961	0,125665	0,1168355	0,0948545	0,0839845	0,109193	0,104269	0,0993075	0,140663	0,058978	0,2246555	0,110116	0,0978925	0,281868	0,2110955	0,105924	0,054278	0,120022	0,111256	0,088606	0,1296205	0,146997	0,104199	0,11626	0,1273355	0,170698	0,0848735	0,123035	0,1291005	0,099379	0,099501	0,1058475	0,0722595	0,1233	0,07597	0,08836	0,1277595	0,1130435	0,161525	0,109375	0,1289595	0,1019	0,256404	0,129228	0,0567405	0,139046	0,116555	0,0228585	0,1049535	0,112075	0,071985	0,113238	0,060162	0,1841465	0,127328	0,0876135	0,078413	0,2355715	0,1237365	0,1027585	0,098548	0,028302	0,1013615	0,1044765	0,062945	0,0936575	0,1090135	0,135617	0,065927	0,0608325	0,088091	0,2807295	0,078373	0,1205205	0,1155105	0,0740435	0,1073705	0,106269	0,0370245	1	0,1098365	0,150867	0,2238725	0,150027	0,135728	0,1804585	0,180605	0,0788365	0,108353	0,014706	0,1318825	0,090524	0,0919265	0,1182905	0,0602935	0,0624655	0,1500955	0,077158	0,092849	0,0934165	0,018868	0,1163305	0,129995	0,1937375	0,0893985	0,14199	0,0924015	0,0987465	0,081887	0,1094335	0,0862065	0,185325	0,100215	0,0932965	0,114776	0,123243	0,1465965	0,105518	0,0898355	0,136941	0,243245	0,220963	0,104433	0,0887025	0,0865975	0,117485	0,1193545	0,0833335	0,08466	0,1600675	0,0979905	0,1868925	0,082137	0,0163195	0,0982255	0,0142855	0,015625	0,0851855	0,159983	0,109483	0,1138605	0,110674	0,099186	0,0874765	0,117576	0,104536	0,087681	0,140398	0,1020025	0,082826	0,13855	0,1079005	0,114923	0,107795	0,021739	0,101993	0,105388	0,103411	0,1089325	0,130147	0,069773	0,1162165	0,0905865	0,086457	0,047229	0,076205	0,126423	0,0882355	0,0940385	0,090218	0,076825	0,079203	0,1000745	0,059707	0,078348	0,034177	0,100605	0,0783965	0,0806375	0,105795	0,1365875	0,105086	0,081386	0,107949	0,113266	0,0991015	0,130675	0,0128205	0,077646	0,0722625	0,1210985	0,117451	0,1019245
D00987	0,0594515	0,135904	0,1874165	0,0690895	0,09468	0,175155	0,22925	0,221957	0,1577995	0,1101985	0,1902865	0,0870815	0,1275795	0,222087	0,1237705	0,1343815	0,0735155	0,23327	0,176887	0,172155	0,088535	0,1274405	0,1041955	0,1577565	0,1667015	0,195423	0,0526035	0,0625	0,1933195	0,2449815	0,135415	0,116515	0,20096	0,2304265	0,166352	0,26088	0,113416	0,166476	0,2582015	0,205725	0,144252	0,118947	0,212387	0,1018315	0,1279665	0,2187565	0,113629	0,21451	0,14088	0,1615995	0,244052	0,1747015	0,186425	0,2536565	0,250115	0,153023	0,191143	0,1602185	0,1878925	0,193064	0,144331	0,1535845	0,0958205	0,150275	0,0669675	0,17735	0,088535	0,126315	0	0,1002705	0,139751	0,1356575	0,1013905	0,151368	0,136673	0,086286	0,128565	0,060582	0,153858	0,104376	0,103135	0,125492	0,12778	0,125805	0,1754435	0,140175	0,151515	0,140845	0,1860125	0,191925	0,196241	0,160051	0,1110795	0,10478	0,1289375	0,0940555	0,1771335	0,2048415	0,084312	0,24693	0,138491	0,0583045	0,124232	0,230321	0,156587	0,1384145	0,193098	0,1891605	0,1383635	0,1098365	1	0,0897855	0,0835585	0,1063925	0,149988	0,187618	0,0606985	0,1081795	0,167872	0,0973485	0,181222	0,1072905	0,1316945	0,190326	0,149017	0,12971	0,157944	0,125047	0,0998195	0,150037	0,156845	0,133627	0,123545	0,097866	0,160298	0,133296	0,3308865	0,0921155	0,139506	0,2137995	0,1875605	0,1057205	0,1065875	0,136522	0,177027	0,1455985	0,1078365	0,133155	0,204573	0,2054905	0,208196	0,1982345	0,2210315	0,1583565	0,22259	0,0941855	0,205025	0,092358	0,109468	0,110001	0,08866	0,113116	0,080845	0,0769355	0,2110585	0,0598015	0,0509205	0,1543965	0,1946455	0,1286105	0,135762	0,10115	0,192463	0,1569505	0,31456	0,1676415	0,127305	0,2265355	0,097901	0,155937	0,229741	0,223856	0,156872	0,1385695	0,1781395	0,21325	0,1559535	0,120079	0,182381	0,2466415	0,20668	0,159564	0,1483695	0,127553	0,1517395	0,2498265	0,1479325	0,1014255	0,146429	0,1014045	0,182065	0,149622	0,12849	0,1555875	0,125932	0,089661	0,142735	0,113429	0,107649	0,09545	0,171043	0,1818395	0,1299465	0,2030815	0,12088	0,116941	0,214082	0,0666665	0,1724625	0,122327	0,2103765	0,244717	0,163467
